test_condition,planner,task_difficulty,path_cost(m),time_cost(s),task_progress
1_obstacle_0%,probability_based,3,0.7396994531154633,13.849999999999854,0
1_obstacle_0%,probability_based,3,1.2315694391727448,40.741666666665,0
1_obstacle_0%,probability_based,3,0.0,0.016666666666666666,0
1_obstacle_0%,probability_based,3,1.2425568848848343,36.041666666665265,0
1_obstacle_0%,probability_based,3,1.2082834243774414,34.18333333333204,0
1_obstacle_0%,probability_based,3,0.7344529032707214,14.816666666666466,0
1_obstacle_0%,probability_based,3,1.2789363116025925,45.283333333331406,0
1_obstacle_0%,probability_based,3,1.2872650176286697,47.699999999997935,0
1_obstacle_0%,probability_based,3,1.2982966601848602,47.44166666666462,0
1_obstacle_0%,probability_based,3,0.917495608329773,22.058333333332723,0
1_obstacle_0%,probability_based,3,0.917495608329773,22.066666666666055,0
1_obstacle_0%,probability_based,3,0.917495608329773,22.074999999999388,0
1_obstacle_0%,probability_based,3,0.917495608329773,22.08333333333272,0
1_obstacle_0%,probability_based,3,0.917495608329773,22.091666666666054,0
1_obstacle_0%,probability_based,3,0.917495608329773,22.099999999999387,0
1_obstacle_0%,probability_based,3,0.917495608329773,22.10833333333272,0
1_obstacle_50%,probability_based,3,1.5003637969493866,51.59166666666438,0
1_obstacle_50%,probability_based,3,0.0,0.016666666666666666,0
1_obstacle_50%,probability_based,3,0.8721992671489716,20.56666666666614,0
1_obstacle_50%,probability_based,3,0.8721992671489716,20.574999999999473,0
1_obstacle_50%,probability_based,3,0.8721992671489716,20.583333333332806,0
1_obstacle_50%,probability_based,3,0.8721992671489716,20.59166666666614,0
1_obstacle_50%,probability_based,3,0.8721992671489716,20.599999999999472,0
1_obstacle_50%,probability_based,3,0.8721992671489716,20.608333333332805,0
1_obstacle_50%,probability_based,3,0.8721992671489716,20.616666666666138,0
1_obstacle_50%,probability_based,3,0.0674024224281311,0.16666666666666666,0
1_obstacle_50%,probability_based,3,0.19396889209747314,1.9166666666666623,0
1_obstacle_50%,probability_based,3,0.14624816179275513,1.6666666666666632,0
1_obstacle_50%,probability_based,3,0.8995460718870163,23.724999999999294,0
1_obstacle_50%,probability_based,3,0.8995460718870163,23.733333333332627,0
1_obstacle_50%,probability_based,3,0.8995460718870163,23.74166666666596,0
1_obstacle_50%,probability_based,3,0.8995460718870163,23.749999999999293,0
1_obstacle_50%,probability_based,3,0.8995460718870163,23.758333333332626,0
1_obstacle_50%,probability_based,3,0.8995460718870163,23.76666666666596,0
1_obstacle_50%,probability_based,3,0.8995460718870163,23.77499999999929,0
1_obstacle_50%,probability_based,3,0.8995460718870163,23.783333333332624,0
1_obstacle_50%,probability_based,3,0.11647775769233704,0.5000000000000007,0
1_obstacle_50%,probability_based,3,1.2266029119491577,38.20833333333181,0
1_obstacle_50%,probability_based,3,0.10660743713378906,1.4499999999999973,0
1_obstacle_100%,probability_based,3,0.10059884190559387,1.416666666666664,0
1_obstacle_100%,probability_based,3,1.240363448858261,37.733333333331835,0
1_obstacle_100%,probability_based,3,0.09937208890914917,1.4083333333333308,0
1_obstacle_100%,probability_based,3,1.2765046060085297,44.38333333333146,0
1_obstacle_100%,probability_based,3,0.6898293495178223,21.533333333332752,0
1_obstacle_100%,probability_based,3,0.10839048027992249,1.4583333333333306,0
1_obstacle_100%,probability_based,3,0.69318637996912,19.741666666666188,0
1_obstacle_100%,probability_based,3,1.1910407543182373,32.79999999999878,0
1_obstacle_100%,probability_based,3,1.1910407543182373,32.808333333332115,0
1_obstacle_100%,probability_based,3,1.1910407543182373,32.81666666666545,0
1_obstacle_100%,probability_based,3,0.6848689913749695,24.2333333333326,0
1_obstacle_100%,probability_based,3,1.0865222364664078,32.81666666666545,0
1_obstacle_100%,probability_based,3,1.0865222364664078,32.82499999999878,0
1_obstacle_100%,probability_based,3,1.0865222364664078,32.833333333332114,0
1_obstacle_100%,probability_based,3,1.0865222364664078,32.841666666665446,0
1_obstacle_100%,probability_based,3,1.0865222364664078,32.84999999999878,0
1_obstacle_100%,probability_based,3,1.0865222364664078,32.85833333333211,0
3_obstacles_0%,probability_based,3,0.19718730449676514,1.9166666666666623,0
3_obstacles_0%,probability_based,3,0.10672879219055176,1.3999999999999975,0
3_obstacles_0%,probability_based,3,0.7715049237012863,22.02499999999939,0
3_obstacles_0%,probability_based,3,0.0,0.016666666666666666,0
3_obstacles_0%,probability_based,3,0.19739940762519836,1.991666666666662,0
3_obstacles_0%,probability_based,3,0.0,0.016666666666666666,0
3_obstacles_0%,probability_based,3,0.0,0.016666666666666666,0
3_obstacles_0%,probability_based,3,0.8415116667747498,21.666666666666078,0
3_obstacles_0%,probability_based,3,0.0,0.016666666666666666,0
3_obstacles_0%,probability_based,3,0.0,0.016666666666666666,0
3_obstacles_50%,probability_based,3,0.6977744176983833,23.341666666665983,0
3_obstacles_50%,probability_based,3,0.48839251697063446,9.825000000000083,0
3_obstacles_50%,probability_based,3,0.48839251697063446,9.833333333333416,0
3_obstacles_50%,probability_based,3,0.48839251697063446,9.841666666666748,0
3_obstacles_50%,probability_based,3,0.48839251697063446,9.850000000000081,0
3_obstacles_50%,probability_based,3,0.48839251697063446,9.858333333333414,0
3_obstacles_50%,probability_based,3,0.48839251697063446,9.866666666666747,0
3_obstacles_50%,probability_based,3,0.0,0.016666666666666666,0
3_obstacles_50%,probability_based,3,0.0,0.016666666666666666,0
3_obstacles_50%,probability_based,3,0.0,0.016666666666666666,0
3_obstacles_50%,probability_based,3,0.9386218637228012,27.53333333333241,0
