test_condition,planner,task_difficulty,path_cost(m),time_cost(s),task_progress
1_obstacle_0%,simulation_based,1,0.09038525819778442,0.8749999999999993,0
1_obstacle_0%,simulation_based,1,0.4096749946475029,4.583333333333351,1
1_obstacle_0%,simulation_based,1,0.0,0.016666666666666666,0
1_obstacle_0%,simulation_based,1,0.409679152071476,4.583333333333351,1
1_obstacle_0%,simulation_based,1,0.4096749946475029,4.583333333333351,1
1_obstacle_0%,simulation_based,1,0.09038525819778442,0.8749999999999993,0
1_obstacle_0%,simulation_based,1,0.4096749946475029,4.583333333333351,1
1_obstacle_0%,simulation_based,1,0.4096749946475029,4.583333333333351,1
1_obstacle_0%,simulation_based,1,0.31093642115592957,3.7499999999999893,0
1_obstacle_0%,simulation_based,1,0.4096749946475029,4.583333333333351,1
1_obstacle_50%,simulation_based,1,0.409679152071476,4.583333333333351,1
1_obstacle_50%,simulation_based,1,0.0,0.016666666666666666,0
1_obstacle_50%,simulation_based,1,0.409679152071476,4.583333333333351,1
1_obstacle_50%,simulation_based,1,0.409679152071476,4.583333333333351,1
1_obstacle_50%,simulation_based,1,0.03818190097808838,0.8333333333333328,0
1_obstacle_50%,simulation_based,1,0,0.0,0
1_obstacle_50%,simulation_based,1,0.409679152071476,4.583333333333351,1
1_obstacle_50%,simulation_based,1,0.13438504934310913,1.6666666666666632,0
1_obstacle_50%,simulation_based,1,0.409679152071476,4.583333333333351,1
1_obstacle_50%,simulation_based,1,0.03818190097808838,0.8333333333333328,0
1_obstacle_100%,simulation_based,1,0,0.0,0
1_obstacle_100%,simulation_based,1,0.409679152071476,4.583333333333351,1
1_obstacle_100%,simulation_based,1,0.03818190097808838,0.8333333333333328,0
1_obstacle_100%,simulation_based,1,0.409679152071476,4.583333333333351,1
1_obstacle_100%,simulation_based,1,0.35608330368995667,3.7833333333333226,0
1_obstacle_100%,simulation_based,1,0.0,0.41666666666666713,0
1_obstacle_100%,simulation_based,1,0.35608330368995667,4.166666666666663,0
1_obstacle_100%,simulation_based,1,0,0.0,0
1_obstacle_100%,simulation_based,1,0.31093642115592957,3.7499999999999893,0
1_obstacle_100%,simulation_based,1,0,0.0,0
3_obstacles_0%,simulation_based,1,0.038181692361831665,0.8333333333333328,0
3_obstacles_0%,simulation_based,1,0,0.0,0
3_obstacles_0%,simulation_based,1,0.4096733555197716,4.583333333333351,1
3_obstacles_0%,simulation_based,1,0.0,0.016666666666666666,0
3_obstacles_0%,simulation_based,1,0.03818163275718689,0.8333333333333328,0
3_obstacles_0%,simulation_based,1,0.0,0.016666666666666666,0
3_obstacles_0%,simulation_based,1,0.0,0.016666666666666666,0
3_obstacles_0%,simulation_based,1,0.03818163275718689,0.8333333333333328,0
3_obstacles_0%,simulation_based,1,0.0,0.016666666666666666,0
3_obstacles_0%,simulation_based,1,0.0,0.016666666666666666,0
3_obstacles_50%,simulation_based,1,0.3109363168478012,3.6166666666666565,0
3_obstacles_50%,simulation_based,1,0.2379908263683319,2.916666666666659,0
3_obstacles_50%,simulation_based,1,0.0,0.016666666666666666,0
3_obstacles_50%,simulation_based,1,0.0,0.016666666666666666,0
3_obstacles_50%,simulation_based,1,0.0,0.016666666666666666,0
3_obstacles_50%,simulation_based,1,0.13438504934310913,1.6666666666666632,0
3_obstacles_50%,simulation_based,1,0.0,0.016666666666666666,0
3_obstacles_50%,simulation_based,1,0.4096781089901924,4.583333333333351,1
3_obstacles_50%,simulation_based,1,0.0,0.41666666666666713,0
3_obstacles_50%,simulation_based,1,0.409679152071476,4.583333333333351,1
3_obstacles_100%,simulation_based,1,0.0,0.41666666666666713,0
3_obstacles_100%,simulation_based,1,0.0,0.016666666666666666,0
3_obstacles_100%,simulation_based,1,0.1343858540058136,1.6666666666666632,0
3_obstacles_100%,simulation_based,1,0.03818190097808838,0.8333333333333328,0
3_obstacles_100%,simulation_based,1,0,0.0,0
3_obstacles_100%,simulation_based,1,0.0,0.016666666666666666,0
3_obstacles_100%,simulation_based,1,0.2379908263683319,2.916666666666659,0
3_obstacles_100%,simulation_based,1,0.35608330368995667,4.166666666666663,0
3_obstacles_100%,simulation_based,1,0.2379908263683319,2.916666666666659,0
3_obstacles_100%,simulation_based,1,0,0.0,0
6_obstacles_0%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_0%,simulation_based,1,0.13438507914543152,1.6666666666666632,0
6_obstacles_0%,simulation_based,1,0,0.0,0
6_obstacles_0%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_0%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_0%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_0%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_0%,simulation_based,1,0.03818163275718689,0.8333333333333328,0
6_obstacles_0%,simulation_based,1,0,0.0,0
6_obstacles_0%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_50%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_50%,simulation_based,1,0.09038525819778442,0.8749999999999993,0
6_obstacles_50%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_50%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_50%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_50%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_50%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_50%,simulation_based,1,0.2379891276359558,2.916666666666659,0
6_obstacles_50%,simulation_based,1,0,0.0,0
6_obstacles_50%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_100%,simulation_based,1,0.0,0.41666666666666713,0
6_obstacles_100%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_100%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_100%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_100%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_100%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_100%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_100%,simulation_based,1,0.0,0.016666666666666666,0
6_obstacles_100%,simulation_based,1,0.0,0.41666666666666713,0
6_obstacles_100%,simulation_based,1,0.0,0.41666666666666713,0
